ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
324,201,หนองขาว - ตลาดเขต,40+000,4477,590,14,22,51,5897,360,448,466,304,12628,13.069,15,1712,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
324,201,หนองขาว - ตลาดเขต,24+000,3971,553,17,5,32,5972,397,566,504,300,12318,14.65,11,1672,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
325,101,บางแพ - บางพรม,3+500,6685,5827,1164,1196,858,7095,2797,2611,2296,552,31079,33.169,274,5851,สมุทรสงคราม,ราชบุรี
325,101,บางแพ - บางพรม,32+790,3298,3045,1283,1200,1444,2750,1449,1152,668,16,16306,36.366,215,2224,สมุทรสงคราม,สมุทรสงคราม
326,100,ทางเข้าประจวบคีรีขันธ์,0+500,5578,1270,0,0,0,1214,114,29,0,0,8205,1.74,70,4382,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,2+400,9050,1453,178,34,25,8712,370,130,31,33,20016,3.115,10,7454,ชุมพร,ชุมพร
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,6+900,6708,2478,184,35,24,6687,198,106,33,18,16471,2.517,54,3580,ชุมพร,ชุมพร
331,302,สี่แยกนาน้อย - เขาหินซ้อน,134+753,17020,3560,154,0,240,3770,3182,2804,3117,3382,37228,34.179,13,2331,ฉะเชิงเทรา,ฉะเชิงเทรา
331,102,เขาบายศรี - พันเสด็จนอก,44+258,16200,11548,393,333,690,12290,6855,3594,3302,731,55935,27.72,18,6346,ชลบุรีที่ 2,ชลบุรี
331,301,แปลงยาว - สี่แยกนาน้อย,110+447,12699,4145,32,33,94,4538,3298,3320,4514,2203,34875,38.6,12,1484,ฉะเชิงเทรา,ฉะเชิงเทรา
331,101,สัตหีบ - เขาบายศรี,5+663,9386,5872,869,472,436,4212,707,665,566,319,23503,13.465,5,2464,ชลบุรีที่ 2,ชลบุรี
331,104,เนินผาสุข - มาบเอียง,12+300,9061,5361,209,318,289,7853,4829,2973,3801,3329,38023,40.866,17,1696,ชลบุรีที่ 2,ชลบุรี
331,201,หนองปรือ - เนินโมก,68+900,5131,2437,522,505,593,5808,2020,2374,1733,2479,23603,41.116,10,2322,ชลบุรีที่ 1,ชลบุรี
331,202,เนินโมก - แปลงยาว,103+700,3820,3884,35,35,35,2278,2233,2111,2281,2352,19065,47.451,22,1375,ชลบุรีที่ 1,ชลบุรี
331,202,เนินโมก - แปลงยาว,94+900,3578,3467,35,33,38,2240,2157,1948,2203,2168,17868,47.836,19,1478,ชลบุรีที่ 1,ชลบุรี
332,100,เขาหาดยาว - ทุ่งโปร่ง,0+550,7586,6422,80,32,42,2320,370,318,32,7,17208,4.653,7,1992,ชลบุรีที่ 2,ชลบุรี
332,200,ทุ่งโปร่ง - สำนักท้อน,14+000,2362,1615,32,23,26,3292,278,263,67,46,8003,8.777,15,1549,ระยอง,ระยอง
333,200,สระกระโจม - บ้านไร่,64+000,6228,1730,38,27,5,5412,292,185,177,42,14137,5.154,7,5110,สุพรรณบุรีที่ 1,สุพรรณบุรี
333,302,การุ้ง - อุทัยธานี,163+011,4697,1203,102,16,15,3793,431,397,282,241,11177,12.365,31,2515,อุทัยธานี,อุทัยธานี
333,302,การุ้ง - อุทัยธานี,139+686,2744,1307,65,38,37,2899,899,634,664,691,9976,29.685,13,1581,อุทัยธานี,อุทัยธานี
333,302,การุ้ง - อุทัยธานี,113+236,2614,686,53,29,50,1484,429,467,448,314,6574,26.425,13,1806,อุทัยธานี,อุทัยธานี
333,303,อุทัยธานี - สะพานข้ามแม่น้ำเจ้าพระยา,176+946,2495,2397,23,13,9,2819,162,145,134,97,8294,6.747,13,1377,อุทัยธานี,นครสวรรค์
333,200,สระกระโจม - บ้านไร่,38+900,1601,566,46,13,3,1959,143,212,167,105,4815,13.354,6,455,สุพรรณบุรีที่ 1,สุพรรณบุรี
333,100,อู่ทอง - สระกระโจม,18+000,1558,448,19,10,2,2776,166,584,104,80,5747,16.455,6,1703,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
334,100,แยกต่างระดับอ่างทอง - บ้านรอ,1+400,19589,1414,388,225,287,3069,1366,966,1864,1808,30976,21.035,9,3975,อ่างทอง,อ่างทอง
335,100,แยกสิงห์เหนือ - สิงห์บุรี,0+500,5603,2047,63,38,47,3325,373,147,48,26,11717,5.8,13,3264,สิงห์บุรี,สิงห์บุรี
338,101,อรุณอมรินทร์ - พุทธมณฑลสาย4,9+281,62882,36414,0,0,4185,56671,1326,1492,1221,0,164189,5.008,0,21547,ธนบุรี,กรุงเทพมหานคร
338,101,อรุณอมรินทร์ - พุทธมณฑลสาย4,0+000,56708,35843,946,1132,4042,26537,337,232,55,0,125830,4.607,0,27209,ธนบุรี,กรุงเทพมหานคร
338,201,พุทธมณฑลสาย4 - นครชัยศรี,22+081,54173,47574,2010,4369,7705,6215,10393,6172,3233,2708,144552,23.922,0,1502,สมุทรสาคร,นครปฐม
338,102,ทางยกระดับบางกอกน้อย - นครชัยศรี,8+664,33461,30284,0,0,0,14211,0,0,0,0,77956,0,0,0,ธนบุรี,กรุงเทพมหานคร
