ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
117,402,ไร่อ้อย - อุตรดิตถ์,228+500,"1,961","1,317",0,8,1,"3,644",441,198,219,87,"7,876",12.113,11,1919,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,402,ไร่อ้อย - อุตรดิตถ์,237+726,"2,172",314,5,4,5,"1,508",83,26,28,20,"4,165",3.986,12,2292,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,403,ป่าขนุน - วังผาชัน,256+700,932,367,101,15,0,488,187,49,95,42,"2,276",17.047,11,595,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,501,วังผาชัน - น้ำปาด,310+700,626,555,23,15,10,"1,203",410,381,15,2,"3,240",25.71,0,992,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,325+156,"1,408","1,274",161,126,95,"1,390",317,377,317,257,"5,722",26.022,260,1536,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,365+506,"1,324",860,106,98,98,"1,218",486,313,438,360,"5,301",33.824,348,1284,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
118,100,เชียงใหม่ - ดอยนางแก้ว,0+500,"23,083","15,834","3,641","2,024","1,622","19,167","1,650",974,396,309,"68,700",10.153,486,20684,ขท.เชียงใหม่ที่ 2,เชียงใหม่
118,100,เชียงใหม่ - ดอยนางแก้ว,20+200,"4,907","4,678",767,351,546,"4,847","1,114",641,500,258,"18,609",18.324,659,3333,ขท.เชียงใหม่ที่ 2,เชียงใหม่
118,201,ดอยนางแก้ว - แม่สรวย,53+200,"5,212","4,383","1,090",766,780,"5,234","1,264",794,724,551,"20,798",23.459,3,1272,ขท.เชียงรายที่ 1,เชียงราย
118,201,ดอยนางแก้ว - แม่สรวย,87+800,"6,246","5,374","1,053",972,"1,010","6,364","1,901",996,928,859,"25,703",25.935,549,5289,ขท.เชียงรายที่ 1,เชียงราย
118,201,ดอยนางแก้ว - แม่สรวย,124+600,"4,137","3,351",504,380,405,"4,790","1,228",450,410,404,"16,059",20.406,183,3573,ขท.เชียงรายที่ 1,เชียงราย
118,202,แม่สรวย - ดงมะดะ,156+500,"3,691",361,63,36,33,"4,145",296,146,187,63,"9,021",8.436,12,954,ขท.เชียงรายที่ 1,เชียงราย
120,100,พะเยา - ปากบอก,9+000,"1,240",671,10,0,10,"1,411",82,30,14,16,"3,484",4.363,60,254,ขท.พะเยา,พะเยา
120,200,ปากบอก - แม่เฮียว,46+300,"1,578","1,696",691,656,612,"2,474",841,748,683,586,"10,565",39.053,586,1921,ขท.ลำปางที่ 2,ลำปาง
121,101,เหมืองกุง - ต้นเปา,1+000,"21,689","2,339",240,190,99,"12,757",974,397,211,104,"39,000",5.064,93,7022,ขท.เชียงใหม่ที่ 2,เชียงใหม่
121,102,ต้นเปา - ดอนแก้ว,16+000,"9,361","4,792",280,137,167,"10,079","1,955","1,548",436,309,"29,064",15.662,209,7791,ขท.เชียงใหม่ที่ 2,เชียงใหม่
121,103,ดอนแก้ว - ต้นพยอม,38+000,"10,445",499,48,30,0,"6,548",27,20,31,0,"17,648",0.612,19,5430,ขท.เชียงใหม่ที่ 2,เชียงใหม่
121,104,ต้นพยอม - เหมืองกุง,44+400,"17,900","1,118",153,16,2,"9,092",165,56,44,14,"28,560",1.04,77,7852,ขท.เชียงใหม่ที่ 2,เชียงใหม่
122,102,ทางเลี่ยงเมืองนครสวรรค์ด้านตะวันตก,9+100,"6,965","3,450",0,0,96,"1,806","1,865","2,106","2,402","2,743","21,433",42.98,0,1113,ขท.นครสวรรค์ที่ 1,นครสวรรค์
123,100,ทางเลี่ยงเมืองแม่สาย,3+984,641,294,4,91,3,"1,340",427,179,173,65,"3,217",29.158,32,1189,ขท.เชียงรายที่ 1,เชียงราย
125,101,วังวน - แจกัน,7+000,"1,807","1,979",101,42,48,783,332,286,412,202,"5,992",22.063,43,642,ขท.สุโขทัย,สุโขทัย
126,101,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,0+000,"6,338","5,436",204,231,141,"3,516","3,144","2,200","1,635","1,277","24,122",35.768,2,3871,ขท.พิษณุโลกที่ 1,พิษณุโลก
126,102,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,19+000,"5,178","4,476",321,313,489,"3,076",823,512,442,393,"16,023",18.548,250,2260,ขท.พิษณุโลกที่ 1,พิษณุโลก
126,103,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศใต้,33+891,"8,291",582,122,0,28,"6,938",670,391,404,371,"17,797",10.474,0,1109,ขท.พิษณุโลกที่ 1,พิษณุโลก
126,104,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศใต้,47+718,"3,234","2,264",120,174,139,"7,280","1,288","1,091",846,368,"16,804",23.244,59,1597,ขท.พิษณุโลกที่ 1,พิษณุโลก
127,100,ทางเลี่ยงเมืองลำปาง,1+600,"8,014","5,972",541,523,526,"4,680","1,944","1,495","1,047",798,"25,540",24.796,307,4125,ขท.ลำปางที่ 1,ลำปาง
128,100,ทางเลี่ยงเมืองแม่ฮ่องสอน,0+500,"1,799",340,20,3,5,"1,445",162,34,7,0,"3,815",5.531,6,2041,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
129,102,ทางเลี่ยงเมืองแพร่,8+939,"3,298",839,66,0,48,"3,414",441,295,264,237,"8,902",14.435,20,1354,ขท.แพร่,แพร่
130,100,ทางเข้าสะพานข้ามแม่น้ำเมยแห่งที่ 2 ที่แม่สอด,8+500,634,53,36,1,18,160,434,301,428,562,"2,627",66.388,8,229,ขท.ตากที่ 2 (แม่สอด),ตาก
131,100,ทางเลี่ยงเมืองเชียงราย,3+000,"6,461","6,828",5,3,5,"8,396",122,82,94,88,"22,084",1.784,165,5179,ขท.เชียงรายที่ 1,เชียงราย
201,101,ทางต่างระดับสีคิ้ว - หินหล่อง,11+993,"4,446","4,749",130,63,143,"1,409","1,617","1,390",905,758,"15,610",31.236,7,1338,ขท.นครราชสีมาที่ 2,นครราชสีมา
201,101,ทางต่างระดับสีคิ้ว - หินหล่อง,25+493,"1,913","2,071",49,46,106,"1,399","1,193",940,766,720,"9,203",40.976,5,749,ขท.นครราชสีมาที่ 2,นครราชสีมา
201,103,ด่านขุนทด - หนองบัวโคก,48+830,"1,945","2,248",154,137,172,337,337,343,302,321,"6,296",25.604,9,1280,ขท.นครราชสีมาที่ 2,นครราชสีมา
201,201,หนองบัวโคก - บ้านลี่,66+664,"5,130",575,0,0,95,"7,696","1,268","1,423","2,098","2,090","20,375",34.228,18,746,ขท.ชัยภูมิ,ชัยภูมิ
201,201,หนองบัวโคก - บ้านลี่,81+164,"4,645",599,5,2,76,"10,242",858,742,"1,040","1,062","19,271",19.615,7,1053,ขท.ชัยภูมิ,ชัยภูมิ
201,202,บ้านลี่ - สี่แยกโรงต้ม,125+164,"3,826","1,091",6,1,39,"7,002",482,415,571,566,"13,999",14.815,11,817,ขท.ชัยภูมิ,ชัยภูมิ
201,301,ช่องสามหมอ - บ้านแข้,163+067,"4,298",897,13,12,67,"9,122",736,629,831,"1,055","17,660",18.856,4,1191,ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
201,301,ช่องสามหมอ - บ้านแข้,191+731,"3,811",317,14,0,18,"4,726",449,385,518,240,"10,478",15.366,4,761,ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
201,303,ท่าเดื่อ - ชุมแพ,218+754,"3,417","2,824",139,150,194,"5,490","1,010",893,906,846,"15,869",25.2,89,3561,ขท.ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
201,304,โนนหัน - ผานกเค้า,237+211,"1,804","1,041",79,19,50,"5,010",491,167,611,408,"9,680",18.037,19,1379,ขท.ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
201,401,ผานกเค้า - หลักร้อยหกสิบ,268+857,"2,026",358,192,177,137,266,203,141,152,95,"3,747",24.153,9,1214,ขท.เลยที่ 1,เลย
201,401,ผานกเค้า - หลักร้อยหกสิบ,277+757,"2,092",258,34,29,61,421,260,187,254,169,"3,765",25.498,1,680,ขท.เลยที่ 1,เลย
201,402,หลักร้อยหกสิบ - โนนสว่าง,300+733,"1,971",168,30,9,54,"3,058",214,166,256,252,"6,178",15.393,18,1258,ขท.เลยที่ 1,เลย
201,404,ปากปวน - ปากภู,341+398,"8,829","1,963",49,22,11,"1,251",14,11,3,4,"12,157",0.535,67,6866,ขท.เลยที่ 1,เลย
201,404,ปากปวน - ปากภู,352+057,"13,404","3,451",81,43,21,"1,121",17,16,10,7,"18,171",0.627,83,10167,ขท.เลยที่ 1,เลย
201,405,ปากภู - เชียงคาน,369+357,"2,098",201,18,34,35,"3,587",146,79,69,29,"6,296",6.226,9,1313,ขท.เลยที่ 1,เลย
202,102,โพนทอง - แก้งสนามนาง,11+500,840,561,347,183,126,"4,527",423,330,298,256,"7,891",20.479,78,2932,ขท.ชัยภูมิ,ชัยภูมิ
202,201,แก้งสนามนาง - ดอนตะหนิน,26+000,"2,798",202,8,14,11,181,191,112,264,156,"3,937",18.999,10,893,ขท.นครราชสีมาที่ 1,นครราชสีมา
202,201,แก้งสนามนาง - ดอนตะหนิน,64+200,"1,749","3,065",32,11,4,803,244,127,440,362,"6,837",17.376,29,1397,ขท.นครราชสีมาที่ 1,นครราชสีมา
202,202,ดอนตะหนิน - ตลาดไทร,77+700,"2,614",77,32,2,4,598,412,95,383,170,"4,387",24.299,5,680,ขท.นครราชสีมาที่ 1,นครราชสีมา
202,300,ตลาดไทร - ลำพังชู,123+622,"2,613",604,9,3,22,"4,299",422,401,213,202,"8,788",14.372,6,1081,ขท.บุรีรัมย์,บุรีรัมย์
202,400,ลำพังชู - ห้วยลำเตา,138+122,"1,644","1,662",81,74,106,"1,791","1,389","1,162","1,147","1,130","10,186",49.166,0,738,ขท.มหาสารคาม,มหาสารคาม
202,400,ลำพังชู - ห้วยลำเตา,145+122,"1,672",575,40,29,33,"2,385",180,121,115,94,"5,244",10.908,0,1363,ขท.มหาสารคาม,มหาสารคาม
202,501,ห้วยลำเตา - เกษตรวิสัย,180+122,"1,305",636,0,0,80,"3,869",437,209,318,285,"7,139",18.616,2,491,ขท.ร้อยเอ็ด,ร้อยเอ็ด
202,601,สุวรรณภูมิ - โนนชัยศรี,213+816,"5,205","4,704",374,323,249,"1,813","1,908","1,587","1,729","1,736","19,628",38.374,46,3176,ขท.ยโสธร,ร้อยเอ็ด
202,601,สุวรรณภูมิ - โนนชัยศรี,221+822,"4,794","5,048",466,270,201,"2,038","1,788","1,471","1,889","1,866","19,831",37.744,41,3525,ขท.ยโสธร,ร้อยเอ็ด
202,601,สุวรรณภูมิ - โนนชัยศรี,228+400,"1,851",243,17,15,12,"3,788",276,253,343,445,"7,243",18.556,21,679,ขท.ยโสธร,ร้อยเอ็ด
202,602,โนนชัยศรี - บ้านบ่อ,258+382,"6,911",215,108,47,37,604,418,490,611,752,"10,193",23.104,13,1336,ขท.ยโสธร,ยโสธร
202,603,ยโสธร- สะพานคลองลำเซ,271+425,"2,793","1,302",65,65,24,"3,524",640,338,183,102,"9,036",14.962,17,2589,ขท.ยโสธร,ยโสธร
202,701,สะพานคลองลำเซ - ปทุมราชวงศา,298+680,"4,916","2,056",555,489,446,"2,764",453,353,293,174,"12,499",17.665,249,2349,ขท.อำนาจเจริญ,อำนาจเจริญ
202,701,สะพานคลองลำเซ - ปทุมราชวงศา,322+780,"2,967","2,551",250,267,290,"2,177",267,249,225,200,"9,443",15.864,257,2296,ขท.อำนาจเจริญ,อำนาจเจริญ
202,703,หนองผือ - เขมราฐ,368+680,"2,305",938,268,276,251,"2,632",386,317,222,444,"8,039",23.585,211,1656,ขท.อำนาจเจริญ,อุบลราชธานี
204,100,ทางเลี่ยงเมืองนครราชสีมา,2+500,"14,192","12,100",547,621,667,"15,867","2,246","3,402","3,473","3,761","56,876",24.914,85,5075,ขท.นครราชสีมาที่ 2,นครราชสีมา
204,200,ทางเลี่ยงเมืองนครราชสีมา,17+666,"17,179","2,558",6,11,39,"10,435","2,008","2,753","3,712","5,553","44,254",31.807,13,2539,ขท.นครราชสีมาที่ 1,นครราชสีมา
205,102,ดงพลับ -  ม่วงค่อม,11+500,"1,469","1,779",85,161,58,494,209,122,160,79,"4,616",17.093,23,945,ขท.ลพบุรีที่ 1,ลพบุรี
205,102,ดงพลับ -  ม่วงค่อม,27+254,"4,629","4,098",324,223,357,"1,263",736,456,202,169,"12,457",17.203,26,2299,ขท.ลพบุรีที่ 1,ลพบุรี
205,201,ม่วงค่อม - คลองห้วยไผ่,55+948,"4,442","2,103","1,308",980,"1,078","3,941","1,433","1,652","1,466","1,012","19,415",39.253,0,2210,ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
205,203,เทศบาลลำนารายณ์ - ช่องสำราญ,75+972,"3,560","2,192",290,157,262,290,524,541,623,411,"8,850",28.452,18,1764,ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
205,203,เทศบาลลำนารายณ์ - ช่องสำราญ,97+800,"3,908",383,113,40,42,443,247,262,517,341,"6,296",23.015,11,1238,ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
205,301,ช่องสำราญ - คำปิง,119+872,"1,478",875,23,26,21,"1,657",483,480,"1,235",579,"6,857",41.184,19,971,ขท.ชัยภูมิ,ชัยภูมิ
205,301,ช่องสำราญ - คำปิง,140+072,"2,103","1,268",10,14,9,"1,055",545,624,"1,408",706,"7,742",42.702,33,913,ขท.ชัยภูมิ,ชัยภูมิ
205,401,หนองบัวโคก - โคกสวาย,169+672,"1,478",674,29,17,69,846,294,401,417,401,"4,626",34.565,37,897,ขท.นครราชสีมาที่ 1,ชัยภูมิ
205,401,หนองบัวโคก - โคกสวาย,191+342,"1,451",600,8,2,85,"2,743",193,255,285,255,"5,877",18.292,13,1060,ขท.นครราชสีมาที่ 1,นครราชสีมา
205,402,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,213+102,"9,675",718,180,10,77,781,462,283,256,155,"12,597",9.867,14,2712,ขท.นครราชสีมาที่ 1,นครราชสีมา
205,402,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,232+502,"18,150","2,343",526,62,80,"1,167",136,81,46,33,"22,624",1.936,31,8696,ขท.นครราชสีมาที่ 1,นครราชสีมา
